-0.38186276506646,0.89386071132376
-0.36391213113034,0.90114695903541
-0.34581912980140,0.90809637205585
-0.32759055004987,0.91470406457110
-0.30923327604522,0.92096534578185
-0.29075427910181,0.92687573323773
-0.27216061767887,0.93243095283741
-0.25345943384760,0.93762694930391
-0.23465795521170,0.94245989576776
-0.21576348179175,0.94692620736738
-0.19678337748025,0.95102255306349
-0.17772507004159,0.95474585563912
-0.15859604675941,0.95809329925953
-0.13940385558441,0.96106233716511
-0.12015609072558,0.96365070069255
-0.10086038311195,0.96585640727739
-0.08152440039266,0.96767776045408
-0.06215584207312,0.96911335355159
-0.04276244000718,0.97016207443983
-0.02335194331734,0.97082310913693
-0.00393210834038,0.97109594512519
0.01548930137259,0.97098037135111
0.03490452005670,0.97047647753809
0.05430577969464,0.96958465525356
0.07368532507908,0.96830559587643
0.09303542384694,0.96664028887651
0.11234836647944,0.96459002181451
0.13161647104411,0.96215637527857
0.15083208334762,0.95934121999861
0.16998759130332,0.95614670959164
0.18907543441158,0.95257527404198
0.20808810375977,0.94862961970128
0.22701814613775,0.94431272038206
0.24585816409796,0.93962781075813
0.26460082903563,0.93457837486908
0.28323888964436,0.92916813558199
0.30176517191610,0.92340105459141
0.32017258233297,0.91728132063626
0.33845410756874,0.91081333989447
0.35660282583370,0.90400172161609
0.37461191394748,0.89685126475320
0.39247464733909,0.88936695795988
0.41018440212006,0.88155396616720
0.42773465421702,0.87341761902196
0.44511898871194,0.86496339518119
0.46233110531789,0.85619690750578
0.47936481837903,0.84712390306047
0.49621405681151,0.83775025104173
0.51287286502793,0.82808192454975
0.52933540946898,0.81812498965722
0.54559598041349,0.80788559576947
0.00694687469161,-1.71179546656095
-0.02728814166197,-1.71159206055209
-0.06151225069926,-1.71070436087796
-0.09571177444950,-1.70913376480683
-0.12987306639781,-1.70688273639508
-0.16398255965337,-1.70395478810337
-0.19802676830065,-1.70035448033844
-0.23199229814375,-1.69608740644194
-0.26586587354813,-1.69116015774019
-0.29963435514501,-1.68558030211520
-0.33328478139670,-1.67935632553460
-0.36680437006998,-1.67249762996572
-0.40018052707927,-1.66501450762681
-0.43340086993401,-1.65691807069470
-0.46645324205180,-1.64822022208367
